contaminante,data_value,measure_info,fecha,Barrio,latitud,longitud
Fine particles (PM 2.5),6.8,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.9,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.9,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),12.0,ppb,2018-01-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),7.4,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),7.1,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),24.8,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),10.5,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),16.2,ppb,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),6.5,mcg/m3,2018-01-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),16.2,ppb,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),7.6,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),14.3,ppb,2018-01-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),7.4,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),7.1,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.0,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),20.8,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),16.4,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),23.6,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),7.4,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),22.2,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),6.7,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.5,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),6.6,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),16.6,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),17.1,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.1,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),8.5,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),8.1,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.5,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),21.1,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.7,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),6.7,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.6,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),17.2,ppb,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),7.0,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),18.1,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.7,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),20.5,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),16.2,ppb,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.1,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),7.0,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.4,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),26.6,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),6.7,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),19.8,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),9.5,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),7.3,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),11.1,ppb,2018-01-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),8.2,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.7,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),6.5,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),17.6,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),6.7,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),10.0,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),7.5,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),10.4,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),17.7,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),16.8,ppb,2018-01-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),7.4,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),19.2,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),15.8,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),20.5,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),17.2,ppb,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),8.6,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),7.5,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),20.9,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),17.9,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),19.9,ppb,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),7.0,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),21.1,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),11.0,ppb,2018-01-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),7.7,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),16.9,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),18.2,ppb,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.6,mcg/m3,2018-01-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),21.7,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),8.7,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),22.4,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),21.0,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),22.2,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),17.6,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),19.7,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),17.3,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),17.6,ppb,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.9,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),23.4,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),22.9,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),17.9,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),13.6,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.7,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),8.4,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),10.3,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),20.2,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),17.9,ppb,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),8.9,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),20.9,ppb,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.4,mcg/m3,2018-01-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),21.9,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),9.1,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),8.1,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),23.4,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),22.1,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),21.1,ppb,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),8.1,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),19.7,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),16.1,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),20.3,ppb,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),8.9,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),6.5,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),7.2,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),7.0,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),7.9,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),6.5,mcg/m3,2018-01-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),8.2,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),14.5,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),17.9,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.0,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),17.0,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),7.5,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),19.9,ppb,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.5,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.6,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),7.7,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),7.0,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),6.7,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),6.6,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),7.7,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),25.7,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),24.8,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),12.9,ppb,2018-01-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),25.3,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),19.3,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),16.3,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),19.5,ppb,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),8.0,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.2,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.2,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),17.1,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),15.8,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),19.4,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),14.4,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),10.5,ppb,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.2,mcg/m3,2018-01-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),11.5,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),17.3,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),17.2,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.0,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),19.1,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.7,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),7.1,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),21.1,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.9,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),26.7,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),9.0,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),7.4,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),7.3,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),18.5,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),13.6,ppb,2018-01-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),6.4,mcg/m3,2018-01-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),7.7,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.0,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),21.2,ppb,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),7.2,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),19.4,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),16.2,ppb,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),6.4,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),6.4,mcg/m3,2018-01-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),25.9,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),19.9,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),14.5,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),17.7,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),17.2,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),19.7,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.1,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),18.4,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),17.3,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),18.3,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),21.2,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),6.7,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),15.1,ppb,2018-01-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),17.6,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),21.0,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.3,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),31.1,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),6.8,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.9,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.0,mcg/m3,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),8.2,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),14.5,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),18.1,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),19.1,ppb,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),19.9,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),6.4,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),8.7,mcg/m3,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.3,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),19.8,ppb,2018-01-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),21.7,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),7.4,mcg/m3,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),19.8,ppb,2018-01-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),6.1,mcg/m3,2018-01-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),22.2,ppb,2018-01-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),20.0,ppb,2018-01-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.6,mcg/m3,2018-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),8.4,mcg/m3,2018-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),12.2,ppb,2018-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),19.9,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),8.7,mcg/m3,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),8.6,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),12.3,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),11.6,mcg/m3,2018-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),12.9,ppb,2018-06-01,Queens,40.7282,-73.7949
Ozone (O3),26.0,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),9.3,ppb,2018-06-01,Staten Island,40.5795,-74.1502
Ozone (O3),29.6,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),27.2,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),7.8,mcg/m3,2018-06-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),21.8,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),16.6,ppb,2018-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),16.6,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),11.9,ppb,2018-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),20.0,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),7.6,mcg/m3,2018-06-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),8.0,mcg/m3,2018-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),8.7,mcg/m3,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),7.9,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.9,mcg/m3,2018-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),30.5,ppb,2018-06-01,Queens,40.7282,-73.7949
Ozone (O3),30.6,ppb,2018-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),8.3,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),31.3,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),29.7,ppb,2018-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),18.4,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),26.5,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),28.8,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),7.8,mcg/m3,2018-06-01,Queens,40.7282,-73.7949
Ozone (O3),26.2,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),8.7,mcg/m3,2018-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),30.7,ppb,2018-06-01,Bronx,40.8448,-73.8648
Ozone (O3),30.6,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),9.1,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.9,mcg/m3,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),8.8,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),25.6,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),6.7,ppb,2018-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),7.9,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),14.3,ppb,2018-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),17.5,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.5,mcg/m3,2018-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),9.3,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.5,mcg/m3,2018-06-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),8.3,mcg/m3,2018-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),8.1,mcg/m3,2018-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),7.4,mcg/m3,2018-06-01,Staten Island,40.5795,-74.1502
Fine particles (PM 2.5),8.0,mcg/m3,2018-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),8.2,ppb,2018-06-01,Staten Island,40.5795,-74.1502
Ozone (O3),30.5,ppb,2018-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),11.4,ppb,2018-06-01,Staten Island,40.5795,-74.1502
Ozone (O3),29.5,ppb,2018-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),9.9,mcg/m3,2018-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),12.0,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.8,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.8,mcg/m3,2018-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),8.5,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),25.9,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),28.6,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.7,mcg/m3,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),8.3,mcg/m3,2018-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),22.8,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),16.4,ppb,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),8.7,mcg/m3,2018-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),10.1,mcg/m3,2018-06-01,Manhattan,40.7831,-73.9712
Ozone (O3),32.5,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.9,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),9.1,ppb,2018-06-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),16.0,ppb,2018-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),6.6,ppb,2018-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),8.0,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),9.1,mcg/m3,2018-06-01,Bronx,40.8448,-73.8648
Nitrogen dioxide (NO2),14.0,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Ozone (O3),31.2,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),11.3,mcg/m3,2018-06-01,Manhattan,40.7831,-73.9712
Nitrogen dioxide (NO2),12.5,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),8.0,mcg/m3,2018-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),9.5,mcg/m3,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),8.3,mcg/m3,2018-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),16.3,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),8.4,ppb,2018-06-01,Brooklyn,40.6782,-73.9442
Nitrogen dioxide (NO2),13.0,ppb,2018-06-01,Queens,40.7282,-73.7949
Fine particles (PM 2.5),8.7,mcg/m3,2018-06-01,Manhattan,40.7831,-73.9712
Fine particles (PM 2.5),7.8,mcg/m3,2018-06-01,Queens,40.7282,-73.7949
Nitrogen dioxide (NO2),6.3,ppb,2018-06-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),12.2,ppb,2018-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),8.3,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),9.3,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
Fine particles (PM 2.5),7.5,mcg/m3,2018-06-01,Staten Island,40.5795,-74.1502
Nitrogen dioxide (NO2),13.3,ppb,2018-06-01,Bronx,40.8448,-73.8648
Fine particles (PM 2.5),8.2,mcg/m3,2018-06-01,Brooklyn,40.6782,-73.9442
